"{5., -0.9, -1.4490566127182637*^-16}","{5., -0.8, -1.2344148309824463}","{5., -0.7, -1.7976174050728957}","{5., -0.6, -1.689607722271347}","{5., -0.5, -1.2723130066795225}","{5., -0.4, -0.7803711121333035}","{5., -0.29999999999999993, -0.21378203863268996}","{5., -0.19999999999999996, 0.25626111582138933}","{5., -0.09999999999999998, 0.547922925844701}","{5., 0., 0.661203391437245}","{5., 0.09999999999999998, 0.5479229258446914}","{5., 0.20000000000000007, 0.2562611158213769}","{5., 0.30000000000000016, -0.21378203863269907}","{5., 0.4, -0.7803711121332932}","{5., 0.5000000000000001, -1.2723130066794899}","{5., 0.6, -1.6896077222712873}","{5., 0.7000000000000001, -1.7976174050728173}","{5., 0.8000000000000002, -1.2344148309823872}","{5., 0.9, 5.509736365022575*^-16}"
"{5.1, -0.9, -3.181088872400524*^-16}","{5.1, -0.8, -1.1737715116409022}","{5.1, -0.7, -1.7179848523442693}","{5.1, -0.6, -1.6326400221101003}","{5.1, -0.5, -1.257714747559482}","{5.1, -0.4, -0.8113653178124955}","{5.1, -0.29999999999999993, -0.29359173286914075}","{5.1, -0.19999999999999996, 0.13665421604098454}","{5.1, -0.09999999999999998, 0.4037528366279265}","{5.1, 0., 0.5077041288916856}","{5.1, 0.09999999999999998, 0.4037528366279162}","{5.1, 0.20000000000000007, 0.1366542160409714}","{5.1, 0.30000000000000016, -0.2935917328691494}","{5.1, 0.4, -0.8113653178124862}","{5.1, 0.5000000000000001, -1.2577147475594497}","{5.1, 0.6, -1.6326400221100383}","{5.1, 0.7000000000000001, -1.7179848523441885}","{5.1, 0.8000000000000002, -1.1737715116408418}","{5.1, 0.9, 3.773161029363323*^-16}"
"{5.2, -0.9, -7.04090856781846*^-16}","{5.2, -0.8, -1.1098464736718288}","{5.2, -0.7, -1.6317888623605838}","{5.2, -0.6, -1.5658271660662655}","{5.2, -0.5, -1.233838503019787}","{5.2, -0.4, -0.8336487085349664}","{5.2, -0.29999999999999993, -0.36525778261180397}","{5.2, -0.19999999999999996, 0.02497171871954168}","{5.2, -0.09999999999999998, 0.2672879078352885}","{5.2, 0., 0.36169078473543737}","{5.2, 0.09999999999999998, 0.2672879078352772}","{5.2, 0.20000000000000007, 0.024971718719527414}","{5.2, 0.30000000000000016, -0.36525778261181285}","{5.2, 0.4, -0.8336487085349588}","{5.2, 0.5000000000000001, -1.2338385030197556}","{5.2, 0.6, -1.565827166066202}","{5.2, 0.7000000000000001, -1.6317888623605006}","{5.2, 0.8000000000000002, -1.1098464736717664}","{5.2, 0.9, 5.817400243483954*^-16}"
"{5.3, -0.9, 4.1117928252496094*^-17}","{5.3, -0.8, -1.03945151383245}","{5.3, -0.7, -1.5369514235372421}","{5.3, -0.6, -1.4924997291143756}","{5.3, -0.5, -1.2018406321089408}","{5.3, -0.4, -0.8470421198422758}","{5.3, -0.29999999999999993, -0.42810419231438146}","{5.3, -0.19999999999999996, -0.07830994236301518}","{5.3, -0.09999999999999998, 0.13897830496376798}","{5.3, 0., 0.2237605496659678}","{5.3, 0.09999999999999998, 0.13897830496375663}","{5.3, 0.20000000000000007, -0.07830994236303009}","{5.3, 0.30000000000000016, -0.428104192314392}","{5.3, 0.4, -0.8470421198422683}","{5.3, 0.5000000000000001, -1.201840632108908}","{5.3, 0.6, -1.492499729114308}","{5.3, 0.7000000000000001, -1.5369514235371586}","{5.3, 0.8000000000000002, -1.0394515138323879}","{5.3, 0.9, 9.500276999402274*^-16}"
"{5.4, -0.9, -4.4980232245359244*^-17}","{5.4, -0.8, -0.9656412424682127}","{5.4, -0.7, -1.4361153090643666}","{5.4, -0.6, -1.4114221997884615}","{5.4, -0.5, -1.1616246101357444}","{5.4, -0.4, -0.8519116489638947}","{5.4, -0.29999999999999993, -0.48228331627291277}","{5.4, -0.19999999999999996, -0.1729267789160534}","{5.4, -0.09999999999999998, 0.019364606081450186}","{5.4, 0., 0.09459083871959748}","{5.4, 0.09999999999999998, 0.019364606081437946}","{5.4, 0.20000000000000007, -0.17292677891606975}","{5.4, 0.30000000000000016, -0.4822833162729252}","{5.4, 0.4, -0.8519116489638895}","{5.4, 0.5000000000000001, -1.1616246101357128}","{5.4, 0.6, -1.4114221997883927}","{5.4, 0.7000000000000001, -1.436115309064282}","{5.4, 0.8000000000000002, -0.9656412424681498}","{5.4, 0.9, 7.852266196410943*^-16}"
"{5.5, -0.9, -3.5883614534090987*^-16}","{5.5, -0.8, -0.889075391059615}","{5.5, -0.7, -1.32976803450277}","{5.5, -0.6, -1.3220779303294654}","{5.5, -0.5, -1.1130403924004486}","{5.5, -0.4, -0.8483115266943967}","{5.5, -0.29999999999999993, -0.5278913332113098}","{5.5, -0.19999999999999996, -0.25891380901033295}","{5.5, -0.09999999999999998, -0.09156058690348423}","{5.5, 0., -0.025831666890764993}","{5.5, 0.09999999999999998, -0.09156058690349717}","{5.5, 0.20000000000000007, -0.25891380901035044}","{5.5, 0.30000000000000016, -0.5278913332113243}","{5.5, 0.4, -0.8483115266943942}","{5.5, 0.5000000000000001, -1.1130403924004189}","{5.5, 0.6, -1.322077930329396}","{5.5, 0.7000000000000001, -1.3297680345026845}","{5.5, 0.8000000000000002, -0.8890753910595517}","{5.5, 0.9, 6.207496074702278*^-16}"
"{5.6, -0.9, -6.408638736156171*^-17}","{5.6, -0.8, -0.8085419334067522}","{5.6, -0.7, -1.2172270573184423}","{5.6, -0.6, -1.2260553717350695}","{5.6, -0.5, -1.0566877981703624}","{5.6, -0.4, -0.8363089797198664}","{5.6, -0.29999999999999993, -0.564918916383582}","{5.6, -0.19999999999999996, -0.33605840917109775}","{5.6, -0.09999999999999998, -0.19360967130576032}","{5.6, 0., -0.1375727027875703}","{5.6, 0.09999999999999998, -0.19360967130577383}","{5.6, 0.20000000000000007, -0.3360584091711159}","{5.6, 0.30000000000000016, -0.5649189163835961}","{5.6, 0.4, -0.8363089797198653}","{5.6, 0.5000000000000001, -1.0566877981703333}","{5.6, 0.6, -1.2260553717349998}","{5.6, 0.7000000000000001, -1.2172270573183572}","{5.6, 0.8000000000000002, -0.8085419334066896}","{5.6, 0.9, -5.313216704184312*^-16}"
"{5.7, -0.9, -3.4182217968400796*^-16}","{5.7, -0.8, -0.7251017645099194}","{5.7, -0.7, -1.1000600507364908}","{5.7, -0.6, -1.124874858679714}","{5.7, -0.5, -0.9938235989374806}","{5.7, -0.4, -0.8167521129842157}","{5.7, -0.29999999999999993, -0.5936604008199198}","{5.7, -0.19999999999999996, -0.4044790950914785}","{5.7, -0.09999999999999998, -0.28665269699836826}","{5.7, 0., -0.24018120654059036}","{5.7, 0.09999999999999998, -0.2866526969983827}","{5.7, 0.20000000000000007, -0.40447909509149826}","{5.7, 0.30000000000000016, -0.5936604008199365}","{5.7, 0.4, -0.8167521129842173}","{5.7, 0.5000000000000001, -0.9938235989374541}","{5.7, 0.6, -1.1248748586796462}","{5.7, 0.7000000000000001, -1.1000600507364062}","{5.7, 0.8000000000000002, -0.7251017645098567}","{5.7, 0.9, -7.349778604833322*^-16}"
"{5.8, -0.9, -8.327207927344813*^-16}","{5.8, -0.8, -0.6397529396742198}","{5.8, -0.7, -0.9790757322768051}","{5.8, -0.6, -1.017968377807756}","{5.8, -0.5, -0.9244068667849004}","{5.8, -0.4, -0.7898161482257706}","{5.8, -0.29999999999999993, -0.614196222130367}","{5.8, -0.19999999999999996, -0.4643337685349884}","{5.8, -0.09999999999999998, -0.37076936086312495}","{5.8, 0., -0.33350299911477876}","{5.8, 0.09999999999999998, -0.3707693608631404}","{5.8, 0.20000000000000007, -0.46433376853500985}","{5.8, 0.30000000000000016, -0.6141962221303867}","{5.8, 0.4, -0.7898161482257756}","{5.8, 0.5000000000000001, -0.9244068667848774}","{5.8, 0.6, -1.0179683778076916}","{5.8, 0.7000000000000001, -0.979075732276721}","{5.8, 0.8000000000000002, -0.6397529396741566}","{5.8, 0.9, -3.909568542071586*^-16}"
"{5.9, -0.9, -3.151445634898183*^-17}","{5.9, -0.8, -0.5524783041524974}","{5.9, -0.7, -0.8543466041754246}","{5.9, -0.6, -0.9056049000687811}","{5.9, -0.5, -0.8485288314696204}","{5.9, -0.4, -0.7555714168965925}","{5.9, -0.29999999999999993, -0.6267326563496977}","{5.9, -0.19999999999999996, -0.515498242271826}","{5.9, -0.09999999999999998, -0.4458545122405665}","{5.9, 0., -0.417801466255919}","{5.9, 0.09999999999999998, -0.4458545122405834}","{5.9, 0.20000000000000007, -0.5154982422718489}","{5.9, 0.30000000000000016, -0.6267326563497164}","{5.9, 0.4, -0.755571416896598}","{5.9, 0.5000000000000001, -0.8485288314695992}","{5.9, 0.6, -0.9056049000687195}","{5.9, 0.7000000000000001, -0.8543466041753424}","{5.9, 0.8000000000000002, -0.5524783041524352}","{5.9, 0.9, 2.0941400771081475*^-16}"
